;;;ÓÁÌË˜Ì˚Â;œÓÎÂ 3;œÓÎÂ 2;œÓÎÂ 1;œÓÎÂ 4;œÓÎÂ 7
VKJP1027;SKF;0;615.78;523-38;462-00;430-98;425-04;412-50
VKJP1032;SKF;0;588.06;499-62;440-88;411-84;405-90;394-02
VKJP1033;SKF;0;653.40;555-72;490-38;457-38;450-78;437-58
VKJP1034;SKF;0;649.44;551-76;487-08;454-74;448-14;434-94
VKJP1035;SKF;0;673.20;572-22;504-90;471-24;464-64;450-78
VKJP1036;SKF;0;557.04;473-22;417-78;390-06;384-12;372-90
VKJP1038;SKF;0;953.04;809-82;714-78;667-26;657-36;638-22
VKJP1042;SKF;0;723.36;615-12;542-52;506-22;498-96;484-44
VKJP1044;SKF;0;989.34;840-84;741-84;692-34;682-44;662-64
VKJP1046;SKF;0;823.68;700-26;617-76;576-84;568-26;551-76
VKJP1048;SKF;0;713.46;606-54;535-26;499-62;492-36;477-84
VKJP1050;SKF;0;547.80;465-96;411-18;383-46;378-18;366-96
VKJP1052;SKF;0;693.66;589-38;520-08;485-76;478-50;464-64
VKJP1053;SKF;0;816.42;693-66;612-48;571-56;563-64;547-14
VKJP1055;SKF;0;995.94;846-78;747-12;696-96;687-06;667-26
VKJP1056;SKF;0;663.30;563-64;497-64;464-64;457-38;444-18
VKJP1057;SKF;0;972.84;826-98;729-96;681-12;671-22;652-08
VKJP1058;SKF;0;801.24;681-12;601-26;561-00;553-08;536-58
VKJP1059;SKF;0;1007.16;856-02;755-70;704-88;694-98;674-52
VKJP1061;SKF;0;656.04;557-70;492-36;459-36;452-76;439-56
VKJP1062;SKF;0;636.90;541-20;477-84;446-16;439-56;427-02
VKJP1063;SKF;0;625.68;531-96;469-26;438-24;431-64;419-10
VKJP1069;SKF;0;656.04;557-70;492-36;459-36;452-76;439-56
VKJP1070;SKF;0;825.00;701-58;619-08;577-50;569-58;553-08
VKJP1071;SKF;0;760.98;646-80;570-90;532-62;525-36;510-18
VKJP1072;SKF;0;797.28;677-82;597-96;558-36;550-44;533-94
VKJP1074;SKF;0;1089.66;925-98;817-08;762-96;751-74;729-96
VKJP1075;SKF;0;908.16;772-20;681-12;635-58;626-34;608-52
VKJP1076;SKF;0;1146.42;974-16;859-98;802-56;791-34;768-24
VKJP1077;SKF;0;979.44;832-26;734-58;685-74;675-84;656-04
VKJP1079;SKF;0;964.26;819-72;723-36;675-18;665-28;646-14
VKJP1080;SKF;0;815.10;693-00;611-16;570-90;562-32;545-82
VKJP1082;SKF;0;861.30;731-94;646-14;603-24;594-00;576-84
VKJP1084;SKF;0;957.00;813-78;718-08;669-90;660-66;641-52
VKJP1088;SKF;0;809.16;687-72;607-20;566-28;558-36;541-86
VKJP1093;SKF;0;991.98;843-48;743-82;694-32;684-42;664-62
VKJP1094;SKF;0;1073.16;912-12;805-20;751-08;740-52;718-74
VKJP1095;SKF;0;877.80;746-46;658-68;614-46;605-88;588-06
VKJP1096;SKF;0;1147.74;975-48;860-64;803-22;792-00;768-90
VKJP1097;SKF;0;873.84;742-50;655-38;611-82;603-24;585-42
VKJP1098;SKF;0;1038.18;882-42;778-80;726-66;716-10;695-64
VKJP1099;SKF;0;984.72;836-88;738-54;689-04;679-14;660-00
VKJP1100;SKF;0;1021.02;867-90;765-60;714-78;704-22;683-76
VKJP1101;SKF;0;726.00;617-10;544-50;508-20;500-94;486-42
VKJP1102;SKF;0;969.54;824-34;727-32;678-48;669-24;649-44
VKJP1103;SKF;0;940.50;799-26;705-54;658-68;648-78;630-30
VKJP1108;SKF;0;809.82;688-38;607-20;566-94;559-02;542-52
VKJP1109;SKF;0;985.38;837-54;739-20;689-70;679-80;660-00
VKJP1112;SKF;0;1088.34;925-32;816-42;761-64;751-08;729-30
VKJP1113;SKF;0;984.72;836-88;738-54;689-04;679-14;660-00
VKJP1115;SKF;0;746.46;634-26;559-68;522-72;514-80;500-28
VKJP1116;SKF;0;823.68;700-26;617-76;576-84;568-26;551-76
VKJP1117;SKF;0;1103.52;937-86;827-64;772-20;761-64;739-20
VKJP1118;SKF;0;1088.34;925-32;816-42;761-64;751-08;729-30
VKJP1119;SKF;0;993.30;844-14;745-14;695-64;685-08;665-28
VKJP1120;SKF;0;999.24;849-42;749-76;699-60;689-70;669-24
VKJP1122;SKF;0;1077.12;915-42;807-84;753-72;743-16;721-38
VKJP1123;SKF;0;909.48;772-86;682-44;636-90;627-66;609-18
VKJP1125;SKF;0;861.30;731-94;646-14;603-24;594-00;576-84
VKJP1126;SKF;0;706.20;600-60;529-98;494-34;487-08;473-22
VKJP1127;SKF;0;664.62;564-96;498-30;465-30;458-70;445-50
VKJP1128;SKF;0;778.80;661-98;584-10;545-16;537-24;522-06
VKJP1130;SKF;0;735.90;625-68;551-76;515-46;507-54;493-02
VKJP1131;SKF;0;735.90;625-68;551-76;515-46;507-54;493-02
VKJP1132;SKF;0;851.40;724-02;638-88;595-98;587-40;570-24
VKJP1133;SKF;0;720.06;611-82;539-88;504-24;496-98;482-46
VKJP1134;SKF;0;912.78;776-16;684-42;638-88;629-64;611-82
VKJP1135;SKF;0;632.28;537-24;474-54;442-86;436-26;423-72
VKJP1137;SKF;0;706.20;600-60;529-98;494-34;487-08;473-22
VKJP1138;SKF;0;663.30;563-64;497-64;464-64;457-38;444-18
VKJP1139;SKF;0;861.30;731-94;646-14;603-24;594-00;576-84
VKJP1140;SKF;0;649.44;551-76;487-08;454-74;448-14;434-94
VKJP1141;SKF;0;757.68;644-16;568-26;530-64;522-72;507-54
VKJP1142;SKF;0;685.74;582-78;514-14;479-82;473-22;459-36
VKJP1143;SKF;0;845.46;718-74;634-26;592-02;583-44;566-28
VKJP1144;SKF;0;902.88;767-58;677-16;632-28;623-04;605-22
VKJP1146;SKF;0;653.40;555-72;490-38;457-38;450-78;437-58
VKJP1148;SKF;0;858.00;729-30;643-50;600-60;592-02;574-86
VKJP1150;SKF;0;639.54;543-84;479-82;447-48;441-54;428-34
VKJP1151;SKF;0;858.00;729-30;643-50;600-60;592-02;574-86
VKJP1152;SKF;0;897.60;762-96;673-20;628-32;619-08;601-26
VKJP1153;SKF;0;682.44;580-14;512-16;477-84;470-58;457-38
VKJP1154;SKF;0;936.54;795-96;702-24;655-38;646-14;627-66
VKJP1155;SKF;0;727.32;618-42;545-82;508-86;501-60;487-08
VKJP1156;SKF;0;709.50;603-24;531-96;496-98;489-72;475-20
VKJP1157;SKF;0;685.74;582-78;514-14;479-82;473-22;459-36
VKJP1159;SKF;0;844.14;717-42;632-94;590-70;582-78;565-62
VKJP1162;SKF;0;658.68;559-68;494-34;461-34;454-74;441-54
VKJP1163;SKF;0;636.90;541-20;477-84;446-16;439-56;427-02
VKJP1164;SKF;0;720.06;611-82;539-88;504-24;496-98;482-46
VKJP1166;SKF;0;991.98;843-48;743-82;694-32;684-42;664-62
VKJP1167;SKF;0;1186.02;1007-82;889-68;830-28;818-40;794-64
VKJP1187;SKF;0;871.86;741-18;654-06;610-50;601-26;584-10
VKJP1210;SKF;0;916.74;779-46;687-72;641-52;632-28;614-46
VKJP1215;SKF;0;1585.32;1347-72;1189-32;1109-46;1093-62;1061-94
VKJP1216;SKF;0;851.40;724-02;638-88;595-98;587-40;570-24
VKJP1220;SKF;0;1197.90;1018-38;898-26;838-86;826-32;802-56
VKJP1221;SKF;0;1308.12;1112-10;981-42;915-42;902-88;876-48
VKJP1222;SKF;0;1330.56;1131-24;997-92;931-26;918-06;891-66
VKJP1223;SKF;0;1536.48;1306-14;1152-36;1075-80;1059-96;1029-60
VKJP1225;SKF;0;1013.10;861-30;759-66;709-50;698-94;678-48
VKJP1227;SKF;0;1052.04;894-30;789-36;736-56;726-00;704-88
VKJP1228;SKF;0;1226.28;1042-14;920-04;858-66;846-12;821-70
VKJP1229;SKF;0;1156.32;982-74;867-24;809-16;797-94;774-84
VKJP1230;SKF;0;777.48;660-66;583-44;544-50;536-58;520-74
VKJP1231;SKF;0;1230.24;1045-44;922-68;861-30;848-76;824-34
VKJP1239;SKF;0;1267.86;1077-78;951-06;887-70;874-50;849-42
VKJP1241;SKF;0;993.30;844-14;745-14;695-64;685-08;665-28
VKJP1242;SKF;0;1378.08;1171-50;1033-56;964-92;951-06;923-34
VKJP1243;SKF;0;1423.62;1209-78;1067-88;996-60;982-08;953-70
VKJP1262;SKF;0;1391.94;1183-38;1044-12;974-16;960-30;932-58
VKJP1263;SKF;0;1300.20;1105-50;975-48;910-14;896-94;871-20
VKJP1264;SKF;0;1185.36;1007-82;889-02;829-62;817-74;793-98
VKJP1265;SKF;0;1414.38;1202-52;1060-62;990-00;976-14;947-76
VKJP1269;SKF;0;1103.52;937-86;827-64;772-20;761-64;739-20
VKJP1271;SKF;0;759.00;645-48;569-58;531-30;524-04;508-86
VKJP1272;SKF;0;1001.88;851-40;751-74;701-58;691-02;671-22
VKJP1273;SKF;0;1139.82;968-88;854-70;797-94;786-72;763-62
VKJP1274;SKF;0;1074.48;913-44;805-86;752-40;741-18;720-06
VKJP1275;SKF;0;881.76;749-76;661-32;617-10;608-52;590-70
VKJP1276;SKF;0;1160.94;986-70;870-54;812-46;801-24;778-14
VKJP1277;SKF;0;1151.04;978-12;863-28;805-86;793-98;770-88
VKJP1278;SKF;0;861.30;731-94;646-14;603-24;594-00;576-84
VKJP1279;SKF;0;712.14;605-22;533-94;498-30;491-70;477-18
VKJP1280;SKF;0;756.36;642-84;567-60;529-32;522-06;506-88
VKJP1281;SKF;0;787.38;669-24;590-70;551-10;543-18;527-34
VKJP1282;SKF;0;1093.62;929-28;820-38;765-60;754-38;732-60
VKJP1283;SKF;0;1261.26;1071-84;945-78;883-08;870-54;844-80
VKJP1284;SKF;0;858.00;729-30;643-50;600-60;592-02;574-86
VKJP1285;SKF;0;1642.74;1396-56;1232-22;1149-72;1133-22;1100-88
VKJP1286;SKF;0;815.10;693-00;611-16;570-90;562-32;545-82
VKJP1287;SKF;0;777.48;660-66;583-44;544-50;536-58;520-74
VKJP1291;SKF;0;1014.42;861-96;760-98;710-16;700-26;679-80
VKJP1293;SKF;0;856.68;727-98;642-84;599-94;591-36;574-20
VKJP1300;SKF;0;1566.18;1331-22;1174-80;1096-26;1080-42;1049-40
VKJP1301;SKF;0;1261.26;1071-84;945-78;883-08;870-54;844-80
VKJP1303;SKF;0;947.76;805-86;710-82;663-30;654-06;634-92
VKJP1305;SKF;0;1251.36;1063-92;938-52;875-82;863-28;838-20
VKJP1306;SKF;0;1778.04;1511-40;1333-86;1244-76;1226-94;1191-30
VKJP1307;SKF;0;1061.94;902-88;796-62;743-16;732-60;711-48
VKJP1308;SKF;0;1164.90;990-00;873-84;815-76;803-88;780-78
VKJP1309;SKF;0;1149.72;977-46;862-62;804-54;793-32;770-22
VKJP1311;SKF;0;1075.80;914-76;807-18;753-06;742-50;720-72
VKJP1313;SKF;0;1060.62;901-56;795-30;742-50;731-94;710-82
VKJP1317;SKF;0;1160.28;986-04;870-54;812-46;800-58;777-48
VKJP1318;SKF;0;1083.72;921-36;813-12;758-34;747-78;726-00
VKJP1320;SKF;0;1383.36;1176-12;1037-52;968-22;954-36;926-64
VKJP1322;SKF;0;1058.64;899-58;793-98;741-18;730-62;709-50
VKJP1323;SKF;0;790.02;671-22;592-68;553-08;545-16;529-32
VKJP1326;SKF;0;908.16;772-20;681-12;635-58;626-34;608-52
VKJP1327;SKF;0;1387.98;1180-08;1040-82;971-52;957-66;929-94
VKJP1328;SKF;0;1106.16;940-50;829-62;774-18;762-96;741-18
VKJP1329;SKF;0;986.70;838-86;739-86;691-02;681-12;661-32
VKJP1333;SKF;0;752.40;639-54;564-30;526-68;519-42;504-24
VKJP1335;SKF;0;1057.32;898-92;793-32;739-86;729-30;708-18
VKJP1336;SKF;0;890.34;757-02;667-92;623-04;614-46;596-64
VKJP1337;SKF;0;1018.38;865-92;763-62;712-80;702-90;682-44
VKJP1338;SKF;0;1060.62;901-56;795-30;742-50;731-94;710-82
VKJP1339;SKF;0;820.38;697-62;615-12;574-20;566-28;549-78
VKJP1340;SKF;0;1085.70;922-68;814-44;760-32;749-10;727-32
VKJP1341;SKF;0;924.00;785-40;693-00;646-80;637-56;619-08
VKJP1344;SKF;0;1378.08;1171-50;1033-56;964-92;951-06;923-34
VKJP1345;SKF;0;850.08;722-70;637-56;595-32;586-74;569-58
VKJP1347;SKF;0;949.08;806-52;712-14;664-62;654-72;635-58
VKJP1349;SKF;0;960.30;816-42;720-06;672-54;662-64;643-50
VKJP1350;SKF;0;2676.30;2275-02;2007-06;1873-74;1846-68;1793-22
VKJP1351;SKF;0;940.50;799-26;705-54;658-68;648-78;630-30
VKJP1352;SKF;0;1176.12;999-90;882-42;823-02;811-80;788-04
VKJP1353;SKF;0;859.98;731-28;644-82;601-92;593-34;576-18
VKJP1354;SKF;0;1060.62;901-56;795-30;742-50;731-94;710-82
VKJP1355;SKF;0;1057.32;898-92;793-32;739-86;729-30;708-18
VKJP1356;SKF;0;930.60;791-34;698-28;651-42;642-18;623-70
VKJP1357;SKF;0;920.70;782-76;690-36;644-82;635-58;617-10
VKJP1358;SKF;0;959.64;815-76;720-06;671-88;661-98;642-84
VKJP1359;SKF;0;1103.52;937-86;827-64;772-20;761-64;739-20
VKJP1360;SKF;0;1040.82;884-40;780-78;728-64;718-08;697-62
VKJP1361;SKF;0;1009.80;858-66;757-68;706-86;696-96;676-50
VKJP1362;SKF;0;1172.82;996-60;879-78;821-04;809-16;786-06
VKJP1365;SKF;0;1162.26;988-02;871-86;813-78;801-90;778-80
VKJP1366;SKF;0;1127.28;958-32;845-46;789-36;778-14;755-04
VKJP1367;SKF;0;930.60;791-34;698-28;651-42;642-18;623-70
VKJP1368;SKF;0;889.02;755-70;666-60;622-38;613-14;595-32
VKJP1369;SKF;0;1085.04;922-02;813-78;759-66;748-44;726-66
VKJP1370;SKF;0;1824.90;1551-00;1368-84;1277-76;1259-28;1222-98
VKJP1372;SKF;0;1288.98;1095-60;966-90;902-22;889-68;863-94
VKJP1373;SKF;0;1184.04;1006-50;888-36;828-96;817-08;793-32
VKJP1374;SKF;0;1315.38;1118-04;986-70;920-70;907-50;881-10
VKJP1375;SKF;0;1343.10;1141-80;1007-16;940-50;926-64;899-58
VKJP1376;SKF;0;1365.54;1160-94;1024-32;955-68;942-48;914-76
VKJP1377;SKF;0;1376.76;1170-18;1032-90;963-60;949-74;922-68
VKJP1378;SKF;0;1855.92;1577-40;1391-94;1298-88;1280-40;1243-44
VKJP1379;SKF;0;1454.64;1236-18;1090-98;1018-38;1003-86;974-82
VKJP1380;SKF;0;1163.58;989-34;872-52;814-44;802-56;779-46
VKJP1381;SKF;0;658.68;559-68;494-34;461-34;454-74;441-54
VKJP1383;SKF;0;1118.70;951-06;838-86;783-42;772-20;749-76
VKJP1385;SKF;0;1181.40;1004-52;886-38;826-98;815-10;791-34
VKJP1386;SKF;0;1015.74;863-28;761-64;710-82;700-92;680-46
VKJP1387;SKF;0;1181.40;1004-52;886-38;826-98;815-10;791-34
VKJP1388;SKF;0;1004.52;854-04;753-72;702-90;693-00;673-20
VKJP1389;SKF;0;960.30;816-42;720-06;672-54;662-64;643-50
VKJP1391;SKF;0;1201.20;1021-02;900-90;840-84;828-96;804-54
VKJP1392;SKF;0;1052.04;894-30;789-36;736-56;726-00;704-88
VKJP1393;SKF;0;975.48;828-96;731-94;683-10;673-20;653-40
VKJP1394;SKF;0;712.14;605-22;533-94;498-30;491-70;477-18
VKJP1395;SKF;0;949.08;806-52;712-14;664-62;654-72;635-58
VKJP1396;SKF;0;1172.82;996-60;879-78;821-04;809-16;786-06
VKJP1397;SKF;0;1439.46;1223-64;1079-76;1007-82;993-30;964-26
VKJP1398;SKF;0;1436.82;1221-00;1077-78;1005-84;991-32;962-94
VKJP1400;SKF;0;642.18;545-82;481-80;449-46;442-86;430-32
VKJP1402;SKF;0;1865.82;1585-98;1399-20;1306-14;1287-66;1250-04
VKJP1403;SKF;0;1457.28;1238-82;1092-96;1020-36;1005-84;976-14
VKJP1404;SKF;0;1139.82;968-88;854-70;797-94;786-72;763-62
VKJP1406;SKF;0;1245.42;1058-64;933-90;871-86;859-32;834-24
VKJP1407;SKF;0;1399.20;1189-32;1049-40;979-44;965-58;937-20
VKJP1408;SKF;0;1266.54;1076-46;949-74;886-38;873-84;848-76
VKJP1409;SKF;0;837.54;712-14;628-32;586-08;578-16;561-00
VKJP1410;SKF;0;1177.44;1000-56;883-08;824-34;812-46;788-70
VKJP1411;SKF;0;1545.06;1313-40;1158-96;1081-74;1065-90;1034-88
VKJP1412;SKF;0;1197.90;1018-38;898-26;838-86;826-32;802-56
VKJP1413;SKF;0;1104.84;939-18;828-96;773-52;762-30;740-52
VKJP1414;SKF;0;726.00;617-10;544-50;508-20;500-94;486-42
VKJP1415;SKF;0;841.50;715-44;630-96;589-38;580-80;563-64
VKJP1416;SKF;0;962.94;818-40;722-04;673-86;664-62;645-48
VKJP1417;SKF;0;1365.54;1160-94;1024-32;955-68;942-48;914-76
VKJP1418;SKF;0;1104.84;939-18;828-96;773-52;762-30;740-52
VKJP1419;SKF;0;1061.94;902-88;796-62;743-16;732-60;711-48
VKJP1420;SKF;0;1705.44;1449-36;1279-08;1193-94;1176-78;1142-46
VKJP1421;SKF;0;1116.06;948-42;836-88;781-44;770-22;747-78
VKJP1422;SKF;0;1663.86;1414-38;1248-06;1164-90;1147-74;1114-74
VKJP1423;SKF;0;1260.60;1071-84;945-78;882-42;869-88;844-80
VKJP1424;SKF;0;1024.32;870-54;768-24;716-76;706-86;686-40
VKJP1426;SKF;0;1252.68;1064-58;939-84;877-14;864-60;839-52
VKJP1429;SKF;0;1642.74;1396-56;1232-22;1149-72;1133-22;1100-88
VKJP1430;SKF;0;1458.60;1240-14;1094-28;1021-02;1006-50;977-46
VKJP1431;SKF;0;1469.82;1249-38;1102-20;1028-94;1014-42;984-72
VKJP1432;SKF;0;1331.88;1131-90;999-24;932-58;918-72;892-32
VKJP1434;SKF;0;1270.50;1079-76;953-04;889-68;876-48;851-40
VKJP1436;SKF;0;759.66;645-48;569-58;531-96;524-04;508-86
VKJP1437;SKF;0;2003.76;1703-46;1502-82;1402-50;1382-70;1342-44
VKJP1438;SKF;0;1133.88;963-60;850-74;793-98;782-10;759-66
VKJP1439;SKF;0;1420.98;1207-80;1065-90;994-62;980-76;952-38
VKJP1440;SKF;0;832.92;708-18;625-02;582-78;574-86;558-36
VKJP1441;SKF;0;1760.88;1496-88;1320-66;1232-88;1215-06;1180-08
VKJP1442;SKF;0;1892.22;1608-42;1419-00;1324-62;1305-48;1267-86
VKJP1451;SKF;0;1067.22;906-84;800-58;747-12;736-56;714-78
VKJP1452;SKF;0;1177.44;1000-56;883-08;824-34;812-46;788-70
VKJP1454;SKF;0;1014.42;861-96;760-98;710-16;700-26;679-80
VKJP1455;SKF;0;1147.74;975-48;860-64;803-22;792-00;768-90
VKJP1456;SKF;0;1071.18;910-80;803-22;749-76;739-20;717-42
VKJP1458;SKF;0;1116.06;948-42;836-88;781-44;770-22;747-78
VKJP1459;SKF;0;1093.62;929-28;820-38;765-60;754-38;732-60
VKJP1460;SKF;0;1192.62;1013-76;894-30;834-90;823-02;799-26
VKJP1461;SKF;0;1104.84;939-18;828-96;773-52;762-30;740-52
VKJP1462;SKF;0;1098.24;933-24;823-68;768-90;757-68;735-90
VKJP1463;SKF;0;1128.60;959-64;846-78;790-02;778-80;756-36
VKJP1464;SKF;0;1036.86;881-10;777-48;726-00;715-44;694-98
VKJP1465;SKF;0;1004.52;854-04;753-72;702-90;693-00;673-20
VKJP1466;SKF;0;1023.00;869-88;767-58;716-10;706-20;685-74
VKJP1467;SKF;0;1077.12;915-42;807-84;753-72;743-16;721-38
VKJP1468;SKF;0;1097.58;933-24;823-02;768-24;757-02;735-24
VKJP1469;SKF;0;861.30;731-94;646-14;603-24;594-00;576-84
VKJP1470;SKF;0;815.10;693-00;611-16;570-90;562-32;545-82
VKJP1471;SKF;0;1098.24;933-24;823-68;768-90;757-68;735-90
VKJP1472;SKF;0;815.10;693-00;611-16;570-90;562-32;545-82
VKJP1475;SKF;0;1094.94;930-60;821-04;766-26;755-70;733-92
VKJP1476;SKF;0;947.76;805-86;710-82;663-30;654-06;634-92
VKJP1477;SKF;0;993.30;844-14;745-14;695-64;685-08;665-28
VKJP1479;SKF;0;944.46;802-56;708-18;661-32;651-42;632-94
VKJP1480;SKF;0;1250.04;1062-60;937-86;875-16;862-62;837-54
VKJP1481;SKF;0;1081.08;918-72;811-14;757-02;745-80;724-02
VKJP1482;SKF;0;900.24;764-94;675-18;630-30;621-06;603-24
VKJP1483;SKF;0;806.52;685-74;605-22;564-30;556-38;540-54
VKJP1484;SKF;0;1675.08;1423-62;1256-64;1172-82;1155-66;1122-00
VKJP1485;SKF;0;1333.20;1133-22;999-90;933-24;920-04;892-98
VKJP1486;SKF;0;2219.58;1886-94;1664-52;1553-64;1531-20;1486-98
VKJP1487;SKF;0;2183.28;1855-92;1637-46;1528-56;1506-78;1462-56
VKJP1488;SKF;0;1263.90;1074-48;947-76;885-06;871-86;846-78
VKJP1489;SKF;0;1223.64;1040-16;918-06;856-68;844-14;819-72
VKJP1490;SKF;0;1197.90;1018-38;898-26;838-86;826-32;802-56
VKJP1492;SKF;0;1097.58;933-24;823-02;768-24;757-02;735-24
VKJP1493;SKF;0;1275.12;1083-72;956-34;892-32;879-78;854-04
VKJP1494;SKF;0;1429.56;1215-06;1072-50;1000-56;986-70;957-66
VKJP1495;SKF;0;1865.82;1585-98;1399-20;1306-14;1287-66;1250-04
VKJP1496;SKF;0;1345.74;1143-78;1009-14;941-82;928-62;901-56
VKJP1497;SKF;0;1493.58;1269-84;1120-02;1045-44;1030-26;1000-56
VKJP1498;SKF;0;784.74;667-26;588-72;549-12;541-20;526-02
VKJP1501;SKF;0;1473.78;1252-68;1105-50;1031-58;1017-06;987-36
VKJP1546;SKF;0;1411.74;1199-88;1058-64;988-02;974-16;945-78
VKJP2011;SKF;0;585.42;497-64;438-90;409-86;403-92;392-04
VKJP2012;SKF;0;561.66;477-18;421-08;393-36;387-42;376-20
VKJP2013;SKF;0;629.64;535-26;472-56;440-88;434-28;421-74
VKJP2014;SKF;0;568.26;483-12;426-36;397-98;392-04;380-82
VKJP2015;SKF;0;475.20;403-92;356-40;332-64;328-02;318-12
VKJP2016;SKF;0;540.54;459-36;405-24;378-18;372-90;362-34
VKJP2017;SKF;0;539.22;458-04;404-58;377-52;372-24;361-02
VKJP2018;SKF;0;516.78;439-56;387-42;361-68;356-40;346-50
VKJP2019;SKF;0;554.40;471-24;415-80;388-08;382-80;371-58
VKJP2020;SKF;0;650.76;553-08;488-40;455-40;448-80;436-26
VKJP2021;SKF;0;526.68;447-48;395-34;368-94;363-66;353-10
VKJP2022;SKF;0;473.88;402-60;355-74;331-98;326-70;317-46
VKJP2023;SKF;0;473.88;402-60;355-74;331-98;326-70;317-46
VKJP2024;SKF;0;553.08;469-92;415-14;387-42;381-48;370-26
VKJP2025;SKF;0;610.50;518-76;458-04;427-68;421-08;409-20
VKJP2026;SKF;0;485.10;412-50;363-66;339-90;334-62;324-72
VKJP2027;SKF;0;646.14;549-12;484-44;452-10;446-16;432-96
VKJP2028;SKF;0;498.96;424-38;374-22;349-14;344-52;334-62
VKJP2029;SKF;0;494.34;420-42;370-92;345-84;341-22;331-32
VKJP2030;SKF;0;515.46;438-24;386-76;361-02;355-74;345-18
VKJP2031;SKF;0;485.10;412-50;363-66;339-90;334-62;324-72
VKJP2032;SKF;0;653.40;555-72;490-38;457-38;450-78;437-58
VKJP2033;SKF;0;756.36;642-84;567-60;529-32;522-06;506-88
VKJP2034;SKF;0;535.26;454-74;401-28;374-88;369-60;358-38
VKJP2035;SKF;0;565.62;480-48;424-38;396-00;390-06;378-84
VKJP2036;SKF;0;608.52;517-44;456-72;425-70;419-76;407-88
VKJP2037;SKF;0;561.66;477-18;421-08;393-36;387-42;376-20
VKJP2038;SKF;0;588.06;499-62;440-88;411-84;405-90;394-02
VKJP2039;SKF;0;575.52;489-06;431-64;402-60;397-32;385-44
VKJP2040;SKF;0;669.90;569-58;502-26;469-26;462-00;448-80
VKJP2041;SKF;0;565.62;480-48;424-38;396-00;390-06;378-84
VKJP2042;SKF;0;416.46;353-76;312-18;291-72;287-10;279-18
VKJP2043;SKF;0;590.70;502-26;442-86;413-82;407-88;396-00
VKJP2044;SKF;0;502.92;427-68;377-52;351-78;347-16;337-26
VKJP2045;SKF;0;636.90;541-20;477-84;446-16;439-56;427-02
VKJP2046;SKF;0;512.82;435-60;384-78;359-04;353-76;343-86
VKJP2048;SKF;0;512.82;435-60;384-78;359-04;353-76;343-86
VKJP2049;SKF;0;590.70;502-26;442-86;413-82;407-88;396-00
VKJP2050;SKF;0;601.92;511-50;451-44;421-08;415-14;403-26
VKJP2051;SKF;0;524.04;445-50;393-36;366-96;361-68;351-12
VKJP2052;SKF;0;512.82;435-60;384-78;359-04;353-76;343-86
VKJP2053;SKF;0;782.76;665-28;587-40;547-80;539-88;524-70
VKJP2054;SKF;0;624.36;530-64;468-60;436-92;430-98;418-44
VKJP2055;SKF;0;566.94;481-80;425-04;396-66;391-38;380-16
VKJP2056;SKF;0;569.58;484-44;427-02;398-64;392-70;381-48
VKJP2057;SKF;0;536.58;456-06;402-60;375-54;370-26;359-70
VKJP2058;SKF;0;515.46;438-24;386-76;361-02;355-74;345-18
VKJP2059;SKF;0;489.06;415-80;366-96;342-54;337-26;327-36
VKJP2060;SKF;0;521.40;443-52;391-38;364-98;359-70;349-14
VKJP2061;SKF;0;476.52;405-24;357-72;333-30;328-68;319-44
VKJP2062;SKF;0;677.16;575-52;508-20;473-88;467-28;453-42
VKJP2063;SKF;0;561.66;477-18;421-08;393-36;387-42;376-20
VKJP2064;SKF;0;479.16;407-22;359-70;335-28;330-66;320-76
VKJP2065;SKF;0;610.50;518-76;458-04;427-68;421-08;409-20
VKJP2066;SKF;0;558.36;474-54;419-10;390-72;385-44;374-22
VKJP2067;SKF;0;515.46;438-24;386-76;361-02;355-74;345-18
VKJP2068;SKF;0;579.48;492-36;434-94;405-90;399-96;388-08
VKJP2069;SKF;0;596.64;506-88;447-48;417-78;411-84;399-96
VKJP2070;SKF;0;632.28;537-24;474-54;442-86;436-26;423-72
VKJP2071;SKF;0;553.08;469-92;415-14;387-42;381-48;370-26
VKJP2072;SKF;0;640.86;544-50;480-48;448-80;442-20;429-66
VKJP2073;SKF;0;561.66;477-18;421-08;393-36;387-42;376-20
VKJP2074;SKF;0;562.98;478-50;422-40;394-02;388-74;377-52
VKJP2075;SKF;0;562.98;478-50;422-40;394-02;388-74;377-52
VKJP2076;SKF;0;422.40;359-04;316-80;295-68;291-72;283-14
VKJP2077;SKF;0;583.44;495-66;437-58;408-54;402-60;390-72
VKJP2078;SKF;0;515.46;438-24;386-76;361-02;355-74;345-18
VKJP2079;SKF;0;558.36;474-54;419-10;390-72;385-44;374-22
VKJP2080;SKF;0;747.12;634-92;560-34;522-72;515-46;500-28
VKJP2081;SKF;0;524.04;445-50;393-36;366-96;361-68;351-12
VKJP2082;SKF;0;515.46;438-24;386-76;361-02;355-74;345-18
VKJP2083;SKF;0;585.42;497-64;438-90;409-86;403-92;392-04
VKJP2084;SKF;0;632.28;537-24;474-54;442-86;436-26;423-72
VKJP2085;SKF;0;661.98;562-98;496-32;463-32;456-72;443-52
VKJP2086;SKF;0;476.52;405-24;357-72;333-30;328-68;319-44
VKJP2087;SKF;0;504.24;428-34;378-18;353-10;347-82;337-92
VKJP2088;SKF;0;544.50;462-66;408-54;381-48;375-54;364-98
VKJP2089;SKF;0;425.04;361-02;318-78;297-66;293-04;284-46
